Geography,Product,Time,Dollar Sales,Unit Sales,SKU
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 04-24-16,3324.533219,213.4853004,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 05-22-16,2957.66918,272.0776275,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 06-19-16,3941.488777,352.5231398,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 07-17-16,11764.31881,683.7854426,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 08-14-16,6638.584708,374.7529914,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 09-11-16,8055.619068,494.0741887,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 10-09-16,16973.2377,951.2678905,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 11-06-16,11644.52562,659.6180217,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-04-16,24238.77671,1418.398213,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 01-01-17,24892.28551,1497.654375,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 01-29-17,16139.58312,949.4389874,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 02-26-17,43031.13411,2538.954508,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 03-26-17,72485.42532,4266.501563,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 04-23-17,60327.56457,3484.315442,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 05-21-17,58100.0926,3254.249344,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 06-18-17,92495.59291,5179.051951,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 07-16-17,118128.9613,6758.421855,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 08-13-17,162888.8386,9279.975527,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 09-10-17,232841.7252,13512.60396,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 10-08-17,212811.1301,12450.22841,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 11-05-17,292162.3462,17170.08834,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-03-17,304318.3049,18386.5979,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-31-17,370217.5581,22460.39368,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 01-28-18,451617.3536,27178.00089,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-31-16,1459.164738,89.96289456,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 02-28-16,1579.572591,98.14904857,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 03-27-16,2018.955965,126.2636626,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 04-24-16,3344.220422,226.7830292,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 05-22-16,2008.331172,183.8688172,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 06-19-16,4754.615134,340.3766525,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 07-17-16,3179.266644,258.7612584,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 08-14-16,6541.376846,369.7723789,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 09-11-16,5398.483035,329.8587266,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 10-09-16,7665.686671,469.6343321,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 11-06-16,12434.4363,723.2242459,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-04-16,10038.12269,598.2323984,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-01-17,17073.13679,944.1494048,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-29-17,18504.77166,1039.291911,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 02-26-17,11599.23638,651.9646753,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 03-26-17,20362.39719,1209.175928,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 04-23-17,33473.16811,1948.287552,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 05-21-17,30928.38512,1839.561477,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 06-18-17,37335.50905,2250.181278,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 07-16-17,38201.69626,2266.452987,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 08-13-17,53127.49275,3277.739167,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 09-10-17,34947.35729,2140.684632,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 10-08-17,35546.00118,2103.739752,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 11-05-17,35326.40071,2141.484937,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-03-17,39140.755,2401.617417,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-31-17,52570.59022,3100.95057,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-28-18,57566.32997,3433.897429,JUUL Refill Kits
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 01-28-18,959.8213154,19.20026636,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-31-16,2921.23357,75.50484788,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 02-28-16,3006.301445,80.78771639,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 03-27-16,2969.601506,56.14040649,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 04-24-16,3139.773601,62.40795362,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 05-22-16,2902.549872,57.66252995,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 06-19-16,4442.987054,89.27759659,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 07-17-16,9392.598271,263.8577384,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 08-14-16,11872.66566,312.849645,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 09-11-16,15345.28005,372.2970741,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 10-09-16,14067.65761,280.6725976,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 11-06-16,26979.17193,451.1653223,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 12-04-16,27794.0673,449.2046559,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-01-17,36910.59984,635.0487088,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-29-17,36883.20178,663.6789926,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 02-26-17,68319.32817,1398.712089,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 03-26-17,43512.65256,831.3359369,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 04-23-17,18618.01834,361.7653921,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 05-21-17,44355.9386,942.0865035,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 06-18-17,82015.93217,1625.601798,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 07-16-17,135415.7687,2398.994025,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 08-13-17,195329.6145,3462.428581,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 09-10-17,29846.99802,525.6141802,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 10-08-17,62802.20985,1023.836055,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 11-05-17,136741.7729,2318.19697,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 12-03-17,215012.1536,4301.103293,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 12-31-17,289738.1161,5788.092784,JUUL Devices
Circle K Florida-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-28-18,308258.2637,5701.414751,JUUL Devices
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 01-31-16,18314362.56,3311517.649,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 02-28-16,19288607.49,3468313.346,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 03-27-16,19920067.06,3574706.184,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 04-24-16,20422966.81,3630860.679,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 05-22-16,20913038.2,3710072.18,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 06-19-16,21109119.76,3714549.553,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 07-17-16,21555004.41,3782091.868,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 08-14-16,21272937.81,3740399.852,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 09-11-16,21102112.67,3704919.645,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 10-09-16,21479540.17,3786585.25,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 11-06-16,21212414.3,3751180.139,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 12-04-16,20297396.22,3566552.754,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 01-01-17,20274449.18,3535488.69,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 01-29-17,19427589.65,3387455.676,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 02-26-17,20289655.56,3541571.952,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 03-26-17,20696022.51,3618235.105,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 04-23-17,21262006.05,3696176.381,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 05-21-17,21155768.74,3661464.179,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 06-18-17,20970759.55,3625389.102,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 07-16-17,21407623.78,3701676.449,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 08-13-17,22335179.74,3864615.077,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 09-10-17,22000583.4,3798471.022,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 10-08-17,21991499.32,3794248.236,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 11-05-17,21674338.88,3696593.609,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 12-03-17,20953365.32,3586152.878,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 12-31-17,20408015.19,3497254.439,Cigarettes Total
Circle K Gulf-RMA - Conv,CIGARETTES,4 Weeks Ending 01-28-18,19070035.58,3291444.651,Cigarettes Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-31-16,238104.1762,27554.96422,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 02-28-16,252876.6897,29440.18932,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 03-27-16,256198.4289,29811.92139,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 04-24-16,274069.5499,32518.46863,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 05-22-16,275285.2118,33309.20505,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 06-19-16,259506.7995,33182.01967,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 07-17-16,253481.1135,31859.93186,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 08-14-16,249521.7785,32160.38774,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 09-11-16,247640.7553,32961.24682,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 10-09-16,266980.7556,35343.27005,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 11-06-16,262466.0568,34633.58202,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-04-16,263698.1189,34280.67157,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-01-17,260816.2285,34101.16712,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-29-17,251394.4582,31598.02245,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 02-26-17,238062.1345,30226.90142,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 03-26-17,251627.1985,32238.63215,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 04-23-17,251395.7414,32486.18702,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 05-21-17,259541.3479,32605.50278,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 06-18-17,263778.2346,32103.94013,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 07-16-17,271731.1826,32930.84468,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 08-13-17,295793.6861,35778.92871,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 09-10-17,298657.7912,35141.47471,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 10-08-17,305905.1796,36255.90423,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 11-05-17,347746.2041,38334.36611,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-03-17,432581.1941,41369.88569,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-31-17,449041.4322,43490.6515,E-Cigs Total
Circle K Gulf-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-28-18,525839.7771,46258.25865,E-Cigs Total
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 11-05-17,2063.017403,137.2916852,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 12-03-17,9701.430047,646.524356,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 12-31-17,9715.58797,647.5357536,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 01-28-18,18238.12158,1216.147232,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 11-05-17,4456.220177,296.6104137,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 12-03-17,12326.87938,819.9983022,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 12-31-17,16817.05109,1120.68025,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 01-28-18,30271.24679,2021.281887,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MANGO DISPOSABLE 4 CT - 0819913012441,4 Weeks Ending 12-03-17,254.83,17,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MANGO DISPOSABLE 4 CT - 0819913012441,4 Weeks Ending 12-31-17,3404.685108,227.1304275,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MANGO DISPOSABLE 4 CT - 0819913012441,4 Weeks Ending 01-28-18,20944.904,1393.741967,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 10-08-17,93.08549502,6.009099126,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 11-05-17,9342.551349,621.2449063,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-03-17,25013.77088,1665.82002,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-31-17,38457.78789,2562.150422,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 01-28-18,64562.827,4303.011462,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 11-05-17,2541.581172,169.4179559,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-03-17,9231.201394,615.4225086,JUUL Refill Kits
Circle K Gulf-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-31-17,9245.741639,616.5263255,JUUL Refill Kits
